creditCode,currentCreditCode,listingId,priceForSale,priceForSaleRate,testDate,nextRepayDate,pastDueDay,pastDueNumber,valuation,rateMaxMultiples,rateMinMultiples,currentDueDay,currentRate,isPay,leftRepayDay,allowanceRadio,number,owingInterest,owingNumber,owingPrincipal,preDebtdealId,preDebtDealId,vouch,maxRate,minRate,defaultPriceforsale
B,C,130049839.0,42.0,20.0,11/28/2018,11/29/2018 9:41,0.0,0.0,1.0117,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.13,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,C,130053429.0,42.01,20.0,11/28/2018,11/29/2018 10:05,0.0,0.0,1.0028,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,D,130057093.0,42.01,20.0,11/28/2018,11/29/2018 10:32,0.0,0.0,1.0117,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126527794.0,33.89,20.0,11/28/2018,11/29/2018 12:17,0.0,0.0,0.9703,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,C,126526576.0,33.88,20.0,11/28/2018,11/29/2018 12:22,0.0,0.0,1.0072,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126528321.0,33.88,20.0,11/28/2018,11/29/2018 12:24,0.0,0.0,1.0238,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,126529852.0,33.88,20.0,11/28/2018,11/29/2018 12:38,0.0,0.0,1.0118,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,D,126530969.0,33.88,20.0,11/28/2018,11/29/2018 12:47,0.0,0.0,0.9995,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126531906.0,33.88,20.0,11/28/2018,11/29/2018 12:56,0.0,0.0,0.9842,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126533409.0,33.88,20.0,11/28/2018,11/29/2018 13:11,0.0,0.0,0.9995,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130098193.0,42.01,20.0,11/28/2018,11/29/2018 15:31,0.0,0.0,1.0117,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,D,126550539.0,33.88,20.0,11/28/2018,11/29/2018 15:57,0.0,0.0,0.9995,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130117306.0,42.01,20.0,11/28/2018,11/29/2018 17:49,0.0,0.0,1.0117,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.13,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,130118880.0,42.01,20.0,11/28/2018,11/29/2018 18:05,0.0,0.0,1.0028,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,130150906.0,42.01,20.0,11/28/2018,11/30/2018 0:38,0.0,0.0,1.0114,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,B,126689224.0,33.88,20.0,11/28/2018,11/30/2018 3:02,0.0,0.0,1.0235,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126693836.0,33.89,20.0,11/28/2018,11/30/2018 7:31,0.0,0.0,0.9992,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,C,130162917.0,42.01,20.0,11/28/2018,11/30/2018 7:44,0.0,0.0,1.0115,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126695997.0,33.88,20.0,11/28/2018,11/30/2018 8:37,0.0,0.0,1.0179,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126699765.0,33.88,20.0,11/28/2018,11/30/2018 9:04,0.0,0.0,1.0179,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126705063.0,33.88,20.0,11/28/2018,11/30/2018 9:53,0.0,0.0,0.998,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130181906.0,42.0,20.0,11/28/2018,11/30/2018 10:20,0.0,0.0,1.0026,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,C,130180765.0,33.61,20.0,11/28/2018,11/30/2018 10:26,0.0,0.0,1.0082,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.85,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,130183963.0,42.01,20.0,11/28/2018,11/30/2018 10:33,0.0,0.0,1.0217,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,B,126615266.0,33.88,20.0,11/28/2018,11/30/2018 10:53,0.0,0.0,1.0172,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,126616895.0,33.89,20.0,11/28/2018,11/30/2018 11:05,1.0,1.0,1.018,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,B,126689224.0,33.88,20.0,11/29/2018,11/30/2018 3:02,0.0,0.0,1.0237,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126693836.0,33.89,20.0,11/29/2018,11/30/2018 7:31,0.0,0.0,0.9994,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,C,130162917.0,42.01,20.0,11/29/2018,11/30/2018 7:44,0.0,0.0,1.0117,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126695997.0,33.88,20.0,11/29/2018,11/30/2018 8:37,0.0,0.0,1.0182,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126699765.0,33.88,20.0,11/29/2018,11/30/2018 9:04,0.0,0.0,1.0182,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126705063.0,33.88,20.0,11/29/2018,11/30/2018 9:53,0.0,0.0,1.0071,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130181906.0,42.0,20.0,11/29/2018,11/30/2018 10:20,0.0,0.0,1.0028,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,C,130180765.0,33.61,20.0,11/29/2018,11/30/2018 10:26,0.0,0.0,1.0085,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.85,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,130183963.0,42.01,20.0,11/29/2018,11/30/2018 10:33,0.0,0.0,1.022,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,B,126615266.0,33.88,20.0,11/29/2018,11/30/2018 10:53,0.0,0.0,1.0174,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,126616895.0,33.89,20.0,11/29/2018,11/30/2018 11:05,1.0,1.0,1.0183,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,D,126620082.0,33.88,20.0,11/29/2018,11/30/2018 11:35,2.0,1.0,1.0119,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126623183.0,33.88,20.0,11/29/2018,11/30/2018 12:02,0.0,0.0,1.0062,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130199772.0,42.0,20.0,11/29/2018,11/30/2018 12:14,0.0,0.0,1.0228,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,C,130206198.0,42.01,20.0,11/29/2018,11/30/2018 12:56,0.0,0.0,1.0117,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.13,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126725638.0,33.88,20.0,11/29/2018,11/30/2018 12:59,0.0,0.0,1.0071,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,D,126631635.0,33.88,20.0,11/29/2018,11/30/2018 13:20,1.0,1.0,0.9889,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
C,C,130214135.0,22.22,24.0,11/29/2018,11/30/2018 13:46,0.0,0.0,1.0142,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,3.0,0.67,2.0,22.22,0.0,0.0,0.0,48.0,24.0,
B,C,126635798.0,33.88,20.0,11/29/2018,11/30/2018 13:59,0.0,0.0,1.0119,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126636647.0,33.88,20.0,11/29/2018,11/30/2018 14:10,0.0,0.0,0.9166,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126638648.0,33.88,20.0,11/29/2018,11/30/2018 14:29,0.0,0.0,1.0183,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126644217.0,33.88,20.0,11/29/2018,11/30/2018 15:17,0.0,0.0,1.0072,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130234609.0,42.01,20.0,11/29/2018,11/30/2018 16:01,0.0,0.0,1.0228,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.13,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126748412.0,33.88,20.0,11/29/2018,11/30/2018 16:22,0.0,0.0,1.0124,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126749588.0,33.89,20.0,11/29/2018,11/30/2018 16:34,0.0,0.0,0.9888,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
C,C,130241146.0,42.07,24.0,11/29/2018,11/30/2018 16:47,1.0,1.0,1.0138,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,2.56,5.0,42.07,0.0,0.0,0.0,48.0,24.0,
B,D,126654611.0,33.88,20.0,11/29/2018,11/30/2018 16:56,5.0,2.0,0.9889,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126655626.0,33.88,20.0,11/29/2018,11/30/2018 17:08,0.0,0.0,1.0062,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126661394.0,33.88,20.0,11/29/2018,11/30/2018 18:09,0.0,0.0,1.0126,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126759751.0,33.88,20.0,11/29/2018,11/30/2018 18:11,0.0,0.0,1.0071,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126764439.0,33.88,20.0,11/29/2018,11/30/2018 19:04,0.0,0.0,1.0173,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126668691.0,33.88,20.0,11/29/2018,11/30/2018 19:41,0.0,0.0,0.9995,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,D,126768957.0,33.88,20.0,11/29/2018,11/30/2018 20:13,3.0,1.0,0.9703,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126774955.0,33.88,20.0,11/29/2018,11/30/2018 21:34,0.0,0.0,1.0124,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,126678794.0,33.88,20.0,11/29/2018,11/30/2018 22:34,0.0,0.0,1.0239,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126681083.0,33.88,20.0,11/29/2018,11/30/2018 23:12,0.0,0.0,0.9889,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130279179.0,33.61,20.0,11/29/2018,11/30/2018 23:29,0.0,0.0,1.012,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,126786924.0,33.89,20.0,11/29/2018,12/1/2018 1:07,0.0,0.0,0.998,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,C,130293733.0,42.01,20.0,11/29/2018,12/1/2018 6:38,0.0,0.0,0.9889,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126800981.0,33.88,20.0,11/29/2018,12/1/2018 8:30,0.0,0.0,0.9162,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126805988.0,33.88,20.0,11/29/2018,12/1/2018 9:17,0.0,0.0,0.9992,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,130309427.0,33.61,20.0,11/29/2018,12/1/2018 9:38,0.0,0.0,0.9959,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,126808769.0,33.88,20.0,11/29/2018,12/1/2018 9:42,0.0,0.0,1.0116,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,126813319.0,33.88,20.0,11/29/2018,12/1/2018 10:17,0.0,0.0,1.0122,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126814079.0,33.88,20.0,11/29/2018,12/1/2018 10:49,0.0,0.0,0.9992,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130323117.0,42.01,20.0,11/29/2018,12/1/2018 11:15,0.0,0.0,1.0024,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126823774.0,33.88,20.0,11/29/2018,12/1/2018 11:51,0.0,0.0,0.998,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130332263.0,42.01,20.0,11/29/2018,12/1/2018 12:37,0.0,0.0,1.0113,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126845574.0,33.88,20.0,11/29/2018,12/1/2018 14:47,0.0,0.0,0.9992,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130358854.0,42.01,20.0,11/29/2018,12/1/2018 16:18,0.0,0.0,1.0113,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
C,C,130360364.0,33.66,24.0,11/29/2018,12/1/2018 16:30,0.0,0.0,1.013,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,3.0,1.01,2.0,33.66,0.0,0.0,0.0,48.0,24.0,
B,B,126865473.0,33.88,20.0,11/29/2018,12/1/2018 18:24,0.0,0.0,1.0179,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126869393.0,33.88,20.0,11/29/2018,12/1/2018 18:30,0.0,0.0,1.0069,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126868277.0,33.88,20.0,11/29/2018,12/1/2018 18:30,0.0,0.0,1.0170000000000001,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
C,C,130374555.0,42.07,24.0,11/29/2018,12/1/2018 18:56,0.0,0.0,1.0134,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,6.0,2.56,5.0,42.07,0.0,0.0,0.0,48.0,24.0,
B,C,126875400.0,33.88,20.0,11/29/2018,12/1/2018 19:44,0.0,0.0,1.0069,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126877665.0,33.88,20.0,11/29/2018,12/1/2018 20:25,0.0,0.0,0.998,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,126877040.0,33.88,20.0,11/29/2018,12/1/2018 20:33,0.0,0.0,0.9809,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126879646.0,33.88,20.0,11/29/2018,12/1/2018 20:47,0.0,0.0,1.0235,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,130385513.0,42.0,20.0,11/29/2018,12/1/2018 21:22,0.0,0.0,1.0216,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
B,C,126786924.0,33.89,20.0,2018-11-30,2018-12-01 01:07:17,0.0,0.0,1.0071,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.89,0.0,0.0,0.0,40.0,20.0,
B,C,130293733.0,42.01,20.0,2018-11-30,2018-12-01 06:38:59,0.0,0.0,0.9892,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,126800981.0,33.88,20.0,2018-11-30,2018-12-01 08:30:24,0.0,0.0,0.943,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,126805988.0,33.88,20.0,2018-11-30,2018-12-01 09:17:17,0.0,0.0,0.9994,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,130309427.0,33.61,20.0,2018-11-30,2018-12-01 09:38:32,0.0,0.0,0.9962,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
